id,words,syllables,neumes,1-mer,2-mer,3-mer,4-mer,5-mer,6-mer,7-mer,8-mer,9-mer,10-mer,11-mer,12-mer,13-mer,14-mer,15-mer,16-mer,poisson-3,poisson-5,poisson-7
chant_014346,ggkjkll kjhg fgg gj ll klmlkll kjh hg kllmk l kj hg hfggg f hkkjhg klmlkll j lk jhg hjkjhgg llmlkjh,g gkj kl l kj hg fg g g j l l k l mlkl l kj h h g k l lm k l kj h g h fg g g f hk kj hg klml kl l j l k jh g hjkj hg g l l m l k jh,g gkj kl l kj hg fg g g j l l k l mlkl l kj h h g k l lm k l kj h g h fg g g f hk kj hg klml kl l j l k jh g hjkj hg g l l m l k jh,g g k j k l l k j h g f g g g j l l k l m l k l l k j h h g k l l m k l k j h g h f g g g f h k k j h g k l m l k l l j l k j h g h j k j h g g l l m l k j h,gg kj kl lk jh gf gg gj ll kl ml kl lk jh hg kl lm kl kj hg hf gg gf hk kj hg kl ml kl lj lk jh gh jk jh gg ll ml kj h,ggk jkl lkj hgf ggg jll klm lkl lkj hhg kll mkl kjh ghf ggg fhk kjh gkl mlk llj lkj hgh jkj hgg llm lkj h,ggkj kllk jhgf gggj llkl mlkl lkjh hgkl lmkl kjhg hfgg gfhk kjhg klml kllj lkjh ghjk jhgg llml kjh,ggkjk llkjh gfggg jllkl mlkll kjhhg kllmk lkjhg hfggg fhkkj hgklm lkllj lkjhg hjkjh ggllm lkjh,ggkjkl lkjhgf gggjll klmlkl lkjhhg kllmkl kjhghf gggfhk kjhgkl mlkllj lkjhgh jkjhgg llmlkj h,ggkjkll kjhgfgg gjllklm lkllkjh hgkllmk lkjhghf gggfhkk jhgklml klljlkj hghjkjh ggllmlk jh,ggkjkllk jhgfgggj llklmlkl lkjhhgkl lmklkjhg hfgggfhk kjhgklml klljlkjh ghjkjhgg llmlkjh,ggkjkllkj hgfgggjll klmlkllkj hhgkllmkl kjhghfggg fhkkjhgkl mlklljlkj hghjkjhgg llmlkjh,ggkjkllkjh gfgggjllkl mlkllkjhhg kllmklkjhg hfgggfhkkj hgklmlkllj lkjhghjkjh ggllmlkjh,ggkjkllkjhg fgggjllklml kllkjhhgkll mklkjhghfgg gfhkkjhgklm lklljlkjhgh jkjhggllmlk jh,ggkjkllkjhgf gggjllklmlkl lkjhhgkllmkl kjhghfgggfhk kjhgklmlkllj lkjhghjkjhgg llmlkjh,ggkjkllkjhgfg ggjllklmlkllk jhhgkllmklkjh ghfgggfhkkjhg klmlklljlkjhg hjkjhggllmlkj h,ggkjkllkjhgfgg gjllklmlkllkjh hgkllmklkjhghf gggfhkkjhgklml klljlkjhghjkjh ggllmlkjh,ggkjkllkjhgfggg jllklmlkllkjhhg kllmklkjhghfggg fhkkjhgklmlkllj lkjhghjkjhggllm lkjh,ggkjkllkjhgfgggj llklmlkllkjhhgkl lmklkjhghfgggfhk kjhgklmlklljlkjh ghjkjhggllmlkjh,ggk jkl lkjh gf gggj ll klm lkl lk jh hgk llm klk jhg hfg ggf hkkjh gk lmlkl lj lkjh gh jk jh g g ll ml kjh,ggkjk llkjh gfgggjl lklm lkllkjh hgkllm klkjh gh fg ggfhkkjh gklmlkllj lkjh ghjkjhg gllm lkjh,ggkjkll kjhgfgggjll klmlkl lkjhh gkll mklkjh ghfgggfhk kjhgkl mlklljlk jhghjkj hggllmlkjh
chant_016407,dhh kjhF ghh hgfEd cdfgcdd hg hkl ghhh hK lklmlkl l kljhghj hgfgcddd a cdd fedeccdd hklh gfghh hgfedcd dd adcbacdfedcdd hhhgfghgh,dh h kj hF gh h h g fE d cdfg cd d h g h kl gh h h hK l klm lk l l k l j h g hj hgfg cd d d a cd d fede c cd d h kl h g f gh h h gfed cd d d adcba cdfedc d d h h hg f gh gh,dh h kj hF gh h h g fE d cdfg cd d h g h kl gh h h hK l klm lk l l k l j h g hj hgfg cd d d a cd d fede c cd d h kl h g f gh h h gfed cd d d adcba cdfedc d d h h hg f gh gh,d h h k j h F g h h h g f E d c d f g c d d h g h k l g h h h h K l k l m l k l l k l j h g h j h g f g c d d d a c d d f e d e c c d d h k l h g f g h h h g f e d c d d d a d c b a c d f e d c d d h h h g f g h g h,dh hk jh Fg hh hg fE dc df gc dd hg hk lg hh hh Kl kl ml kl lk lj hg hj hg fg cd dd ac dd fe de cc dd hk lh gf gh hh gf ed cd dd ad cb ac df ed cd dh hh gf gh gh,dhh kjh Fgh hhg fEd cdf gcd dhg hkl ghh hhK lkl mlk llk ljh ghj hgf gcd dda cdd fed ecc ddh klh gfg hhh gfe dcd dda dcb acd fed cdd hhh gfg hgh,dhhk jhFg hhhg fEdc dfgc ddhg hklg hhhh Klkl mlkl lklj hghj hgfg cddd acdd fede ccdd hklh gfgh hhgf edcd ddad cbac dfed cddh hhgf ghgh,dhhkj hFghh hgfEd cdfgc ddhgh klghh hhKlk lmlkl lkljh ghjhg fgcdd dacdd fedec cddhk lhgfg hhhgf edcdd dadcb acdfe dcddh hhgfg hgh,dhhkjh Fghhhg fEdcdf gcddhg hklghh hhKlkl mlkllk ljhghj hgfgcd ddacdd fedecc ddhklh gfghhh gfedcd ddadcb acdfed cddhhh gfghgh,dhhkjhF ghhhgfE dcdfgcd dhghklg hhhhKlk lmlkllk ljhghjh gfgcddd acddfed eccddhk lhgfghh hgfedcd ddadcba cdfedcd dhhhgfg hgh,dhhkjhFg hhhgfEdc dfgcddhg hklghhhh Klklmlkl lkljhghj hgfgcddd acddfede ccddhklh gfghhhgf edcdddad cbacdfed cddhhhgf ghgh,dhhkjhFgh hhgfEdcdf gcddhghkl ghhhhKlkl mlkllkljh ghjhgfgcd ddacddfed eccddhklh gfghhhgfe dcdddadcb acdfedcdd hhhgfghgh,dhhkjhFghh hgfEdcdfgc ddhghklghh hhKlklmlkl lkljhghjhg fgcdddacdd fedeccddhk lhgfghhhgf edcdddadcb acdfedcddh hhgfghgh,dhhkjhFghhh gfEdcdfgcdd hghklghhhhK lklmlkllklj hghjhgfgcdd dacddfedecc ddhklhgfghh hgfedcdddad cbacdfedcdd hhhgfghgh,dhhkjhFghhhg fEdcdfgcddhg hklghhhhKlkl mlkllkljhghj hgfgcdddacdd fedeccddhklh gfghhhgfedcd ddadcbacdfed cddhhhgfghgh,dhhkjhFghhhgf Edcdfgcddhghk lghhhhKlklmlk llkljhghjhgfg cdddacddfedec cddhklhgfghhh gfedcdddadcba cdfedcddhhhgf ghgh,dhhkjhFghhhgfE dcdfgcddhghklg hhhhKlklmlkllk ljhghjhgfgcddd acddfedeccddhk lhgfghhhgfedcd ddadcbacdfedcd dhhhgfghgh,dhhkjhFghhhgfEd cdfgcddhghklghh hhKlklmlkllkljh ghjhgfgcdddacdd fedeccddhklhgfg hhhgfedcdddadcb acdfedcddhhhgfg hgh,dhhkjhFghhhgfEdc dfgcddhghklghhhh Klklmlkllkljhghj hgfgcdddacddfede ccddhklhgfghhhgf edcdddadcbacdfed cddhhhgfghgh,dhh kjhF ghhh gf Edcd fgc dd hg hklgh hh hK lklm lkllk ljhgh j hgfgc dd d acd dfede ccddh klhgfgh hhg f ed cdd dad cba cdfe dcdd hhh gf ghgh,dhhk jhFghh hg fEdcd fgcdd hghklghhhhK lklml kllk ljhghj hgfgc dddacdd fedec cddhk lhgfgh hhgf edcdd dadcbac dfedcdd hhhgf ghgh,dhhkjhFgh hhgfEdcdfg cddhghk lghh hhKlklmlk llkljh ghj hgfgcdddacdd fedeccdd hklhg fghhhgfe dcdddadcba cdfed cddhhh gfghgh
chant_026309,ddhj gfg gf gjgh hgef gfed d fde fgef eeD dfddd hhgfgfgh,d d hj g f g gf g jg h h g e f g fe d d fd e f ge f eeD df d d d h h g f gf gh,d d hj g f g gf g jg h h g e f g fe d d fd e f ge f e eD df d d d h h g f gf gh,d d h j g f g g f g j g h h g e f g f e d d f d e f g e f e e D d f d d d h h g f g f g h,dd hj gf gg fg jg hh ge fg fe dd fd ef ge fe eD df dd dh hg fg fg h,ddh jgf ggf gjg hhg efg fed dfd efg efe eDd fdd dhh gfg fgh,ddhj gfgg fgjg hhge fgfe ddfd efge feeD dfdd dhhg fgfg h,ddhjg fggfg jghhg efgfe ddfde fgefe eDdfd ddhhg fgfgh,ddhjgf ggfgjg hhgefg feddfd efgefe eDdfdd dhhgfg fgh,ddhjgfg gfgjghh gefgfed dfdefge feeDdfd ddhhgfg fgh,ddhjgfgg fgjghhge fgfeddfd efgefeeD dfdddhhg fgfgh,ddhjgfggf gjghhgefg feddfdefg efeeDdfdd dhhgfgfgh,ddhjgfggfg jghhgefgfe ddfdefgefe eDdfdddhhg fgfgh,ddhjgfggfgj ghhgefgfedd fdefgefeeDd fdddhhgfgfg h,ddhjgfggfgjg hhgefgfeddfd efgefeeDdfdd dhhgfgfgh,ddhjgfggfgjgh hgefgfeddfdef gefeeDdfdddhh gfgfgh,ddhjgfggfgjghh gefgfeddfdefge feeDdfdddhhgfg fgh,ddhjgfggfgjghhg efgfeddfdefgefe eDdfdddhhgfgfgh,ddhjgfggfgjghhge fgfeddfdefgefeeD dfdddhhgfgfgh,ddhj gf gg fgjghh g efgf edd fde fg efe eD df dddhh g fgf gh,ddh jgfgg fgj ghhgef gfedd fdef gefee Ddfdddhh gfg fgh,ddhjgfg gfgjgh hg efgfe ddf defgefe eDdfdd dhhg fgfgh
chant_028300,dfEdfgefd cdd ddc def gfeddfddc dffd dfefg g ghggf ghg efefeeCed dc dfe deddCdc egghg efD d ddee dc ddee fefgfedefe dcdd ce ghkh hhjkjg gffede cd dfdedc eeddc cd dd hhgfggfed fghh,dfE d fgefd cd d d dc d ef g fe d dfddc df fd dfe fg g gh g gf gh g efefeeC ed dc d fe deddC dc e g ghg efD d d de e dc d de e fe fgf ed efe d cd d ce ghk h h hjkj g gffe d e cd dfde dc e ed dc cd d d h h g f g gfed f gh h,dfE d fgefd cd d d dc d ef g fe d dfd dc df fd dfe fg g gh g gf gh g efefe eC ed dc d fe ded dC dc e g ghg efD d d de e dc d de e fe fgf ed efe d cd d ce ghk h h hjkj g gf fe d e cd dfde dc e ed dc cd d d h h g f g gfed f gh h,d f E d f g e f d c d d d d c d e f g f e d d f d d c d f f d d f e f g g g h g g f g h g e f e f e e C e d d c d f e d e d d C d c e g g h g e f D d d d e e d c d d e e f e f g f e d e f e d c d d c e g h k h h h j k j g g f f e d e c d d f d e d c e e d d c c d d d h h g f g g f e d f g h h,df Ed fg ef dc dd dd cd ef gf ed df dd cd ff dd fe fg gg hg gf gh ge fe fe eC ed dc df ed ed dC dc eg gh ge fD dd de ed cd de ef ef gf ed ef ed cd dc eg hk hh hj kj gg ff ed ec dd fd ed ce ed dc cd dd hh gf gg fe df gh h,dfE dfg efd cdd ddc def gfe ddf ddc dff ddf efg ggh ggf ghg efe fee Ced dcd fed edd Cdc egg hge fDd dde edc dde efe fgf ede fed cdd ceg hkh hhj kjg gff ede cdd fde dce edd ccd ddh hgf ggf edf ghh,dfEd fgef dcdd ddcd efgf eddf ddcd ffdd fefg gghg gfgh gefe feeC eddc dfed eddC dceg ghge fDdd deed cdde efef gfed efed cddc eghk hhhj kjgg ffed ecdd fded ceed dccd ddhh gfgg fedf ghh,dfEdf gefdc ddddc defgf eddfd dcdff ddfef ggghg gfghg efefe eCedd cdfed eddCd ceggh gefDd ddeed cddee fefgf edefe dcddc eghkh hhjkj ggffe decdd fdedc eeddc cdddh hgfgg fedfg hh,dfEdfg efdcdd ddcdef gfeddf ddcdff ddfefg gghggf ghgefe feeCed dcdfed eddCdc egghge fDddde edcdde efefgf edefed cddceg hkhhhj kjggff edecdd fdedce eddccd ddhhgf ggfedf ghh,dfEdfge fdcdddd cdefgfe ddfddcd ffddfef ggghggf ghgefef eeCeddc dfededd Cdceggh gefDddd eedcdde efefgfe defedcd dceghkh hhjkjgg ffedecd dfdedce eddccdd dhhgfgg fedfghh,dfEdfgef dcddddcd efgfeddf ddcdffdd fefggghg gfghgefe feeCeddc dfededdC dcegghge fDdddeed cddeefef gfedefed cddceghk hhhjkjgg ffedecdd fdedceed dccdddhh gfggfedf ghh,dfEdfgefd cddddcdef gfeddfddc dffddfefg gghggfghg efefeeCed dcdfededd Cdcegghge fDdddeedc ddeefefgf edefedcdd ceghkhhhj kjggffede cddfdedce eddccdddh hgfggfedf ghh,dfEdfgefdc ddddcdefgf eddfddcdff ddfefggghg gfghgefefe eCeddcdfed eddCdceggh gefDdddeed cddeefefgf edefedcddc eghkhhhjkj ggffedecdd fdedceeddc cdddhhgfgg fedfghh,dfEdfgefdcd dddcdefgfed dfddcdffddf efggghggfgh gefefeeCedd cdfededdCdc egghgefDddd eedcddeefef gfedefedcdd ceghkhhhjkj ggffedecddf dedceeddccd ddhhgfggfed fghh,dfEdfgefdcdd ddcdefgfeddf ddcdffddfefg gghggfghgefe feeCeddcdfed eddCdcegghge fDdddeedcdde efefgfedefed cddceghkhhhj kjggffedecdd fdedceeddccd ddhhgfggfedf ghh,dfEdfgefdcddd dcdefgfeddfdd cdffddfefgggh ggfghgefefeeC eddcdfededdCd cegghgefDddde edcddeefefgfe defedcddceghk hhhjkjggffede cddfdedceeddc cdddhhgfggfed fghh,dfEdfgefdcdddd cdefgfeddfddcd ffddfefggghggf ghgefefeeCeddc dfededdCdceggh gefDdddeedcdde efefgfedefedcd dceghkhhhjkjgg ffedecddfdedce eddccdddhhgfgg fedfghh,dfEdfgefdcddddc defgfeddfddcdff ddfefggghggfghg efefeeCeddcdfed eddCdcegghgefDd ddeedcddeefefgf edefedcddceghkh hhjkjggffedecdd fdedceeddccdddh hgfggfedfghh,dfEdfgefdcddddcd efgfeddfddcdffdd fefggghggfghgefe feeCeddcdfededdC dcegghgefDdddeed cddeefefgfedefed cddceghkhhhjkjgg ffedecddfdedceed dccdddhhgfggfedf ghh,dfE dfg ef dc dd dd cd e fgfe d df d dcd f fd df ef ggg hggf ghge fefe eCeddc d fed e ddC dce ggh gefD dd deed cdde ef efgfe defe dcdd c eg hkh hhjk jgg ffed e cdd f de d ce edd ccddd hhgf ggfe dfghh,dfE dfgefdcd ddd cde fgfeddfdd cdffd dfefg ggh ggfgh gefef eeCedd cdfededd Cdceggh gefD dddeedc ddeef ef gfede fe dcddce ghkh hhjkjg gffed ecddfde dcee ddccd ddhhgf ggfe df ghh,dfEdf gefdcddddcde fgfeddfd dcdffd dfefgg ghggfghgefefe eCeddcdfed eddCdc egghgefDdd deedc ddeef efgfe def edcdd ceghkhhh jkjg gffedecd dfdedceed dccdddh hgfgg fedfghh
chant_028407,gg ghhG hhj gg gg gghgg g gfggh f fg gFg hkmkjklk k lKk kkjhghkhg g ggfgg fef defgh h gfggfd efggg kkjkhg,g g gh hG h hj g g g g g gh g g g gf g gh f f g gF g h km kj klk k lK k k kj hg hk h g g g gf g g fe f d ef gh h g fg gfd e fg g g k k j k h g,g g gh hG h hj g g g g g gh g g g gf g gh f f g gF g h km kj klk k lK k k kj hg hk h g g g gf g g fe f d ef gh h g fg gfd e fg g g k k j k h g,g g g h h G h h j g g g g g g h g g g g f g g h f f g g F g h k m k j k l k k l K k k k j h g h k h g g g g f g g f e f d e f g h h g f g g f d e f g g g k k j k h g,gg gh hG hh jg gg gg gh gg gg fg gh ff gg Fg hk mk jk lk kl Kk kk jh gh kh gg gg fg gf ef de fg hh gf gg fd ef gg gk kj kh g,ggg hhG hhj ggg ggg hgg ggf ggh ffg gFg hkm kjk lkk lKk kkj hgh khg ggg fgg fef def ghh gfg gfd efg ggk kjk hg,gggh hGhh jggg gggh gggg fggh ffgg Fghk mkjk lkkl Kkkk jhgh khgg ggfg gfef defg hhgf ggfd efgg gkkj khg,ggghh Ghhjg ggggg hgggg fgghf fggFg hkmkj klkkl Kkkkj hghkh ggggf ggfef defgh hgfgg fdefg ggkkj khg,ggghhG hhjggg ggghgg ggfggh ffggFg hkmkjk lkklKk kkjhgh khgggg fggfef defghh gfggfd efgggk kjkhg,ggghhGh hjggggg ghggggf gghffgg Fghkmkj klkklKk kkjhghk hggggfg gfefdef ghhgfgg fdefggg kkjkhg,ggghhGhh jggggggh ggggfggh ffggFghk mkjklkkl Kkkkjhgh khggggfg gfefdefg hhgfggfd efgggkkj khg,ggghhGhhj gggggghgg ggfgghffg gFghkmkjk lkklKkkkj hghkhgggg fggfefdef ghhgfggfd efgggkkjk hg,ggghhGhhjg ggggghgggg fgghffggFg hkmkjklkkl Kkkkjhghkh ggggfggfef defghhgfgg fdefgggkkj khg,ggghhGhhjgg gggghggggfg ghffggFghkm kjklkklKkkk jhghkhggggf ggfefdefghh gfggfdefggg kkjkhg,ggghhGhhjggg ggghggggfggh ffggFghkmkjk lkklKkkkjhgh khggggfggfef defghhgfggfd efgggkkjkhg,ggghhGhhjgggg gghggggfgghff ggFghkmkjklkk lKkkkjhghkhgg ggfggfefdefgh hgfggfdefgggk kjkhg,ggghhGhhjggggg ghggggfgghffgg FghkmkjklkklKk kkjhghkhggggfg gfefdefghhgfgg fdefgggkkjkhg,ggghhGhhjgggggg hggggfgghffggFg hkmkjklkklKkkkj hghkhggggfggfef defghhgfggfdefg ggkkjkhg,ggghhGhhjggggggh ggggfgghffggFghk mkjklkklKkkkjhgh khggggfggfefdefg hhgfggfdefgggkkj khg,gg ghhG hh jg gg gggh ggg gfg ghf fggFg hk m kjk l kkl Kkk kjhg hkhgg ggfg gfe fde fgh hgfg gfd efg gg kk jk hg,ggghhGhh jggg ggghgg gg fggh ffggF ghkmkjkl kklKkkkjh ghkhgg ggfggfef def ghhgf ggf defgg gkkjkhg,ggghhGhhjggg gggh ggggfgghf fggFghkm kjklkklKkk kjhghkhggg gfggf efdefghhgfgg fdefgg gkk jkhg
chant_033951,ggfhkjg jkhg hgf g fh kjg jkhhgg kkjkhg,g g f h k jg jk h g hg f g f h k jg jk h h g g k k j k h g,g g f h k jg jk h g hg f g f h k jg jk h h g g k k j k h g,g g f h k j g j k h g h g f g f h k j g j k h h g g k k j k h g,gg fh kj gj kh gh gf gf hk jg jk hh gg kk jk hg,ggf hkj gjk hgh gfg fhk jgj khh ggk kjk hg,ggfh kjgj khgh gfgf hkjg jkhh ggkk jkhg,ggfhk jgjkh ghgfg fhkjg jkhhg gkkjk hg,ggfhkj gjkhgh gfgfhk jgjkhh ggkkjk hg,ggfhkjg jkhghgf gfhkjgj khhggkk jkhg,ggfhkjgj khghgfgf hkjgjkhh ggkkjkhg,ggfhkjgjk hghgfgfhk jgjkhhggk kjkhg,ggfhkjgjkh ghgfgfhkjg jkhhggkkjk hg,ggfhkjgjkhg hgfgfhkjgjk hhggkkjkhg,ggfhkjgjkhgh gfgfhkjgjkhh ggkkjkhg,ggfhkjgjkhghg fgfhkjgjkhhgg kkjkhg,ggfhkjgjkhghgf gfhkjgjkhhggkk jkhg,ggfhkjgjkhghgfg fhkjgjkhhggkkjk hg,ggfhkjgjkhghgfgf hkjgjkhhggkkjkhg,ggfh kjg jkhgh gf gf hkjg jk hhgg kkjkhg,ggf hkjgj khgh gfgfhk jgjkh hgg kkjkh g,ggfhkjgjkh ghgfg fhkjgjk hhggkk jkhg
chant_034825,dCf fg g g gggh hhghjh f gh hg f ghghjhhG fg kh gfgffe gfe deffc ef gfedcef gfe dd hhgfghgf,dC f fg g g g g gh h hghjh f gh hg f ghg hjhhG f g k h g fg f fe g fe def fc ef g fe d c ef g fe d d h h g f gh gf,dC f fg g g g g gh h hghjh f gh hg f ghg hjhhG f g k h g fg f fe g fe def fc ef g fe d c ef g fe d d h h g f gh gf,d C f f g g g g g g h h h g h j h f g h h g f g h g h j h h G f g k h g f g f f e g f e d e f f c e f g f e d c e f g f e d d h h g f g h g f,dC ff gg gg gg hh hg hj hf gh hg fg hg hj hh Gf gk hg fg ff eg fe de ff ce fg fe dc ef gf ed dh hg fg hg f,dCf fgg ggg ghh hgh jhf ghh gfg hgh jhh Gfg khg fgf feg fed eff cef gfe dce fgf edd hhg fgh gf,dCff gggg gghh hghj hfgh hgfg hghj hhGf gkhg fgff egfe deff cefg fedc efgf eddh hgfg hgf,dCffg ggggg hhhgh jhfgh hgfgh ghjhh Gfgkh gfgff egfed effce fgfed cefgf eddhh gfghg f,dCffgg gggghh hghjhf ghhgfg hghjhh Gfgkhg fgffeg fedeff cefgfe dcefgf eddhhg fghgf,dCffggg ggghhhg hjhfghh gfghghj hhGfgkh gfgffeg fedeffc efgfedc efgfedd hhgfghg f,dCffgggg gghhhghj hfghhgfg hghjhhGf gkhgfgff egfedeff cefgfedc efgfeddh hgfghgf,dCffggggg ghhhghjhf ghhgfghgh jhhGfgkhg fgffegfed effcefgfe dcefgfedd hhgfghgf,dCffgggggg hhhghjhfgh hgfghghjhh Gfgkhgfgff egfedeffce fgfedcefgf eddhhgfghg f,dCffggggggh hhghjhfghhg fghghjhhGfg khgfgffegfe deffcefgfed cefgfeddhhg fghgf,dCffgggggghh hghjhfghhgfg hghjhhGfgkhg fgffegfedeff cefgfedcefgf eddhhgfghgf,dCffgggggghhh ghjhfghhgfghg hjhhGfgkhgfgf fegfedeffcefg fedcefgfeddhh gfghgf,dCffgggggghhhg hjhfghhgfghghj hhGfgkhgfgffeg fedeffcefgfedc efgfeddhhgfghg f,dCffgggggghhhgh jhfghhgfghghjhh Gfgkhgfgffegfed effcefgfedcefgf eddhhgfghgf,dCffgggggghhhghj hfghhgfghghjhhGf gkhgfgffegfedeff cefgfedcefgfeddh hgfghgf,dCff g gg ggg hhhg hjh fgh hgf ghghj hhG fgk hgf gf fe gfed ef f cef gf edc ef gf e d dhhg fgh gf,dC ffg ggg gghhhg hjhfg hhg fghghjhh Gfgkh gfg ffeg fedeff cefgfe dce fgfe ddhhgfg hgf,dCffgg gggghhh ghjh fghhgfg hg hjhhG fgkhgfgffe gfedeffc efgfedc efgfedd hhgf ghgf
chant_037385,kkj hg hkhg hgg g gfg e fg d efghh gg kkjkhg,k kj hg hk hg h g g g g f g e f g d ef gh h g g k k j k h g,k kj hg hk hg h g g g g f g e f g d ef gh h g g k k j k h g,k k j h g h k h g h g g g g f g e f g d e f g h h g g k k j k h g,kk jh gh kh gh gg gg fg ef gd ef gh hg gk kj kh g,kkj hgh khg hgg ggf gef gde fgh hgg kkj khg,kkjh ghkh ghgg ggfg efgd efgh hggk kjkh g,kkjhg hkhgh ggggf gefgd efghh ggkkj khg,kkjhgh khghgg ggfgef gdefgh hggkkj khg,kkjhghk hghgggg fgefgde fghhggk kjkhg,kkjhghkh ghggggfg efgdefgh hggkkjkh g,kkjhghkhg hggggfgef gdefghhgg kkjkhg,kkjhghkhgh ggggfgefgd efghhggkkj khg,kkjhghkhghg gggfgefgdef ghhggkkjkhg,kkjhghkhghgg ggfgefgdefgh hggkkjkhg,kkjhghkhghggg gfgefgdefghhg gkkjkhg,kkjhghkhghgggg fgefgdefghhggk kjkhg,kkjhghkhghggggf gefgdefghhggkkj khg,kkjhghkhghggggfg efgdefghhggkkjkh g,kkj hgh kh gh ggggf gefgd efg hh gg kkj kh g,kkjh ghkhghggggf gef gdefgh hggk kjkhg,kk jhghkhghgg ggfgefgde fghhggk kjkhg
chant_040115,gjkl m ol ml jk lkh gg kjhj kll l lml kjgh kJhkgg llmlk,g jk l m o l m l jk lk h g g kjh j kl l l lm l kj gh kJ hk g g l l m l k,g jk l m o l m l jk lk h g g kjh j kl l l lm l kj gh kJ hk g g l l m l k,g j k l m o l m l j k l k h g g k j h j k l l l l m l k j g h k J h k g g l l m l k,gj kl mo lm lj kl kh gg kj hj kl ll lm lk jg hk Jh kg gl lm lk,gjk lmo lml jkl khg gkj hjk lll lml kjg hkJ hkg gll mlk,gjkl molm ljkl khgg kjhj klll lmlk jghk Jhkg gllm lk,gjklm olmlj klkhg gkjhj kllll mlkjg hkJhk ggllm lk,gjklmo lmljkl khggkj hjklll lmlkjg hkJhkg gllmlk,gjklmol mljklkh ggkjhjk llllmlk jghkJhk ggllmlk,gjklmolm ljklkhgg kjhjklll lmlkjghk Jhkggllm lk,gjklmolml jklkhggkj hjkllllml kjghkJhkg gllmlk,gjklmolmlj klkhggkjhj kllllmlkjg hkJhkggllm lk,gjklmolmljk lkhggkjhjkl lllmlkjghkJ hkggllmlk,gjklmolmljkl khggkjhjklll lmlkjghkJhkg gllmlk,gjklmolmljklk hggkjhjkllllm lkjghkJhkggll mlk,gjklmolmljklkh ggkjhjkllllmlk jghkJhkggllmlk,gjklmolmljklkhg gkjhjkllllmlkjg hkJhkggllmlk,gjklmolmljklkhgg kjhjkllllmlkjghk Jhkggllmlk,g jkl molmljk lkhgg kjhjkll ll ml kjgh k J hkg gll mlk,gjklmo lmljk lkhggkj hjklll lml kjghk Jhkggl lmlk,gjklm olmljkl khggkj hjklll lmlkjgh kJh kggllmlk
chant_041099,ggffde f ghg hkkj klhg ghgfg gggfdfe fgghgf hikihg gfghh gg gh gkk kkjkhg,g g ffd e f gh g hk k j kl h g g hg fg g g g fd fe fg ghgf hik ih g gf gh h g g g h gk k k k j k h g,g g ffd e f gh g hk k j kl h g g hg fg g g g fd fe fg ghgf hik ih g gf gh h g g g h gk k k k j k h g,g g f f d e f g h g h k k j k l h g g h g f g g g g f d f e f g g h g f h i k i h g g f g h h g g g h g k k k k j k h g,gg ff de fg hg hk kj kl hg gh gf gg gg fd fe fg gh gf hi ki hg gf gh hg gg hg kk kk jk hg,ggf fde fgh ghk kjk lhg ghg fgg ggf dfe fgg hgf hik ihg gfg hhg ggh gkk kkj khg,ggff defg hghk kjkl hggh gfgg ggfd fefg ghgf hiki hggf ghhg gghg kkkk jkhg,ggffd efghg hkkjk lhggh gfggg gfdfe fgghg fhiki hggfg hhggg hgkkk kjkhg,ggffde fghghk kjklhg ghgfgg ggfdfe fgghgf hikihg gfghhg gghgkk kkjkhg,ggffdef ghghkkj klhgghg fggggfd fefgghg fhikihg gfghhgg ghgkkkk jkhg,ggffdefg hghkkjkl hgghgfgg ggfdfefg ghgfhiki hggfghhg gghgkkkk jkhg,ggffdefgh ghkkjklhg ghgfggggf dfefgghgf hikihggfg hhggghgkk kkjkhg,ggffdefghg hkkjklhggh gfggggfdfe fgghgfhiki hggfghhggg hgkkkkjkhg,ggffdefghgh kkjklhgghgf ggggfdfefgg hgfhikihggf ghhggghgkkk kjkhg,ggffdefghghk kjklhgghgfgg ggfdfefgghgf hikihggfghhg gghgkkkkjkhg,ggffdefghghkk jklhgghgfgggg fdfefgghgfhik ihggfghhggghg kkkkjkhg,ggffdefghghkkj klhgghgfggggfd fefgghgfhikihg gfghhggghgkkkk jkhg,ggffdefghghkkjk lhgghgfggggfdfe fgghgfhikihggfg hhggghgkkkkjkhg,ggffdefghghkkjkl hgghgfggggfdfefg ghgfhikihggfghhg gghgkkkkjkhg,ggffd efgh gh kkjkl hgg hg fgg g gf df efgg hg fhiki hgg fg hhg gghg k kk kj kh g,ggff defghg hk kjklhggh gfggggfd fefg ghgfh ikihggfg hhggg hgkkkk jkhg,ggff defghgh kkjklhgghgfg gggfdfefg ghgfh ikihg gfghhggg hgk kkkj khg
